creator_id,platform,content_type,time_slot,avg_engagement
9,Instagram,LONG,4,0.481
9,Instagram,LONG,5,0.443
9,Instagram,LONG,6,0.683
9,Instagram,LONG,7,0.707
9,Instagram,LONG,8,0.774
9,Instagram,LONG,9,0.276
9,Instagram,LONG,10,0.296
9,Instagram,LONG,11,0.631
9,Instagram,LONG,12,0.803
9,Instagram,LONG,13,0.848
9,Instagram,LONG,14,0.699
9,Instagram,LONG,15,0.513
9,Instagram,LONG,16,0.314
9,Instagram,LONG,17,0.632
9,Instagram,LONG,18,0.774
9,Instagram,LONG,19,0.519
9,Instagram,LONG,20,0.668
9,Instagram,LONG,21,0.793
9,Instagram,LONG,22,0.282
9,Instagram,LONG,23,0.729
9,YouTube,SHORT,0,0.43
9,YouTube,SHORT,1,0.478
9,YouTube,SHORT,2,0.342
9,YouTube,SHORT,3,0.571
9,YouTube,SHORT,4,0.592
9,YouTube,SHORT,5,0.727
9,YouTube,SHORT,6,0.356
9,YouTube,SHORT,7,0.302
9,YouTube,SHORT,8,0.773
9,YouTube,SHORT,9,0.624
9,YouTube,SHORT,10,0.398
9,YouTube,SHORT,11,0.798
9,YouTube,SHORT,12,0.34
9,YouTube,SHORT,13,0.529
9,YouTube,SHORT,14,0.406
9,YouTube,SHORT,15,0.407
9,YouTube,SHORT,16,0.261
9,YouTube,SHORT,17,0.734
9,YouTube,SHORT,18,0.791
9,YouTube,SHORT,19,0.658
9,YouTube,SHORT,20,0.349
9,YouTube,SHORT,21,0.518
9,YouTube,SHORT,22,0.461
9,YouTube,SHORT,23,0.605
9,YouTube,LONG,0,0.934
9,YouTube,LONG,1,0.746
9,YouTube,LONG,2,0.594
9,YouTube,LONG,3,1.115
9,YouTube,LONG,4,0.549
9,YouTube,LONG,5,0.712
9,YouTube,LONG,6,0.798
9,YouTube,LONG,7,0.583
9,YouTube,LONG,8,0.875
9,YouTube,LONG,9,0.878
9,YouTube,LONG,10,1.244
9,YouTube,LONG,11,0.633
9,YouTube,LONG,12,1.231
9,YouTube,LONG,13,0.951
9,YouTube,LONG,14,0.615
9,YouTube,LONG,15,0.87
9,YouTube,LONG,16,0.975
9,YouTube,LONG,17,1.027
9,YouTube,LONG,18,0.418
9,YouTube,LONG,19,0.906
9,YouTube,LONG,20,0.81
9,YouTube,LONG,21,1.166
9,YouTube,LONG,22,0.625
9,YouTube,LONG,23,1.074
10,Instagram,SHORT,0,0.906
10,Instagram,SHORT,1,0.683
10,Instagram,SHORT,2,0.932
10,Instagram,SHORT,3,0.918
10,Instagram,SHORT,4,0.968
10,Instagram,SHORT,5,1.006
10,Instagram,SHORT,6,0.952
10,Instagram,SHORT,7,1.109
10,Instagram,SHORT,8,0.925
10,Instagram,SHORT,9,1.165
10,Instagram,SHORT,10,0.941
10,Instagram,SHORT,11,0.645
10,Instagram,SHORT,12,0.761
10,Instagram,SHORT,13,0.882
10,Instagram,SHORT,14,1.016
10,Instagram,SHORT,15,0.454
10,Instagram,SHORT,16,0.633
10,Instagram,SHORT,17,1.029
10,Instagram,SHORT,18,0.529
10,Instagram,SHORT,19,0.491
10,Instagram,SHORT,20,0.847
10,Instagram,SHORT,21,1.225
10,Instagram,SHORT,22,0.839
10,Instagram,SHORT,23,1.174
10,Instagram,LONG,0,0.749
10,Instagram,LONG,1,0.408
10,Instagram,LONG,2,0.746
10,Instagram,LONG,3,0.542
10,Instagram,LONG,4,0.735
10,Instagram,LONG,5,0.699
10,Instagram,LONG,6,0.457
10,Instagram,LONG,7,0.324
10,Instagram,LONG,8,0.828
10,Instagram,LONG,9,0.339
10,Instagram,LONG,10,0.83
10,Instagram,LONG,11,0.767
10,Instagram,LONG,12,0.686
10,Instagram,LONG,13,0.838
10,Instagram,LONG,14,0.831
10,Instagram,LONG,15,0.734
10,Instagram,LONG,16,0.473
10,Instagram,LONG,17,0.725
10,Instagram,LONG,18,0.263
10,Instagram,LONG,19,0.574
10,Instagram,LONG,20,0.526
10,Instagram,LONG,21,0.655
10,Instagram,LONG,22,0.655
10,Instagram,LONG,23,0.603
10,YouTube,SHORT,0,0.744
10,YouTube,SHORT,1,0.814
10,YouTube,SHORT,2,0.319
10,YouTube,SHORT,3,0.394
10,YouTube,SHORT,4,0.27
10,YouTube,SHORT,5,0.781
10,YouTube,SHORT,6,0.589
10,YouTube,SHORT,7,0.8
10,YouTube,SHORT,8,0.387
10,YouTube,SHORT,9,0.293
10,YouTube,SHORT,10,0.745
10,YouTube,SHORT,11,0.796
10,YouTube,SHORT,12,0.435
10,YouTube,SHORT,13,0.498
10,YouTube,SHORT,14,0.338
10,YouTube,SHORT,15,0.818
10,YouTube,SHORT,16,0.436
10,YouTube,SHORT,17,0.548
10,YouTube,SHORT,18,0.313
10,YouTube,SHORT,19,0.783
10,YouTube,SHORT,20,0.336
10,YouTube,SHORT,21,0.525
10,YouTube,SHORT,22,0.654
10,YouTube,SHORT,23,0.697
10,YouTube,LONG,0,1.203
10,YouTube,LONG,1,0.742
10,YouTube,LONG,2,1.024
10,YouTube,LONG,3,0.51
10,YouTube,LONG,4,0.738
10,YouTube,LONG,5,0.462
10,YouTube,LONG,6,0.803
10,YouTube,LONG,7,0.732
10,YouTube,LONG,8,1.208
10,YouTube,LONG,9,0.404
10,YouTube,LONG,10,0.699
10,YouTube,LONG,11,0.763
10,YouTube,LONG,12,1.207
10,YouTube,LONG,13,1.124
10,YouTube,LONG,14,0.462
10,YouTube,LONG,15,0.975
10,YouTube,LONG,16,0.851
10,YouTube,LONG,17,1.231
10,YouTube,LONG,18,0.689
10,YouTube,LONG,19,0.723
10,YouTube,LONG,20,0.541
10,YouTube,LONG,21,0.482
10,YouTube,LONG,22,1.117
10,YouTube,LONG,23,0.773
11,Instagram,SHORT,0,0.955
11,Instagram,SHORT,1,0.936
11,Instagram,SHORT,2,0.898
11,Instagram,SHORT,3,0.394
11,Instagram,SHORT,4,1.063
11,Instagram,SHORT,5,0.588
11,Instagram,SHORT,6,0.485
11,Instagram,SHORT,7,0.869
11,Instagram,SHORT,8,0.435
11,Instagram,SHORT,9,1.045
11,Instagram,SHORT,10,0.556
11,Instagram,SHORT,11,0.564
11,Instagram,SHORT,12,1.136
11,Instagram,SHORT,13,0.662
11,Instagram,SHORT,14,0.504
11,Instagram,SHORT,15,1.163
11,Instagram,SHORT,16,0.377
11,Instagram,SHORT,17,1.126
11,Instagram,SHORT,18,0.502
11,Instagram,SHORT,19,0.489
11,Instagram,SHORT,20,0.594
11,Instagram,SHORT,21,0.528
11,Instagram,SHORT,22,0.953
11,Instagram,SHORT,23,0.398
11,Instagram,LONG,0,0.264
11,Instagram,LONG,1,0.725
11,Instagram,LONG,2,0.397
11,Instagram,LONG,3,0.448
11,Instagram,LONG,4,0.359
11,Instagram,LONG,5,0.286
11,Instagram,LONG,6,0.696
11,Instagram,LONG,7,0.568
11,Instagram,LONG,8,0.699
11,Instagram,LONG,9,0.538
11,Instagram,LONG,10,0.718
11,Instagram,LONG,11,0.56
11,Instagram,LONG,12,0.32
11,Instagram,LONG,13,0.555
11,Instagram,LONG,14,0.818
11,Instagram,LONG,15,0.281
11,Instagram,LONG,16,0.721
11,Instagram,LONG,17,0.771
11,Instagram,LONG,18,0.565
11,Instagram,LONG,19,0.528
11,Instagram,LONG,20,0.829
11,Instagram,LONG,21,0.291
11,Instagram,LONG,22,0.54
11,Instagram,LONG,23,0.494
11,YouTube,SHORT,0,0.663
11,YouTube,SHORT,1,0.547
11,YouTube,SHORT,2,0.796
11,YouTube,SHORT,3,0.299
11,YouTube,SHORT,4,0.303
11,YouTube,SHORT,5,0.617
11,YouTube,SHORT,6,0.294
11,YouTube,SHORT,7,0.419
11,YouTube,SHORT,8,0.632
11,YouTube,SHORT,9,0.581
11,YouTube,SHORT,10,0.448
11,YouTube,SHORT,11,0.847
11,YouTube,SHORT,12,0.571
11,YouTube,SHORT,13,0.525
11,YouTube,SHORT,14,0.615
11,YouTube,SHORT,15,0.314
11,YouTube,SHORT,16,0.673
11,YouTube,SHORT,17,0.762
11,YouTube,SHORT,18,0.642
11,YouTube,SHORT,19,0.713
11,YouTube,SHORT,20,0.684
11,YouTube,SHORT,21,0.383
11,YouTube,SHORT,22,0.524
11,YouTube,SHORT,23,0.391
11,YouTube,LONG,0,0.672
11,YouTube,LONG,1,0.772
11,YouTube,LONG,2,0.739
11,YouTube,LONG,3,0.458
11,YouTube,LONG,4,0.748
11,YouTube,LONG,5,0.957
11,YouTube,LONG,6,0.703
11,YouTube,LONG,7,0.509
11,YouTube,LONG,8,1.183
11,YouTube,LONG,9,0.434
11,YouTube,LONG,10,1.103
11,YouTube,LONG,11,0.457
11,YouTube,LONG,12,0.459
11,YouTube,LONG,13,1.021
11,YouTube,LONG,14,1.085
11,YouTube,LONG,15,0.862
11,YouTube,LONG,16,0.888
11,YouTube,LONG,17,0.866
11,YouTube,LONG,18,0.663
11,YouTube,LONG,19,0.482
11,YouTube,LONG,20,0.684
11,YouTube,LONG,21,0.957
11,YouTube,LONG,22,1.031
11,YouTube,LONG,23,1.135
12,Instagram,SHORT,0,1.006
12,Instagram,SHORT,1,1.222
12,Instagram,SHORT,2,0.9
12,Instagram,SHORT,3,0.683
12,Instagram,SHORT,4,0.881
12,Instagram,SHORT,5,0.561
12,Instagram,SHORT,6,0.95
12,Instagram,SHORT,7,0.571
12,Instagram,SHORT,8,0.47
12,Instagram,SHORT,9,1.115
12,Instagram,SHORT,10,0.697
12,Instagram,SHORT,11,1.042
12,Instagram,SHORT,12,0.877
12,Instagram,SHORT,13,1.081
12,Instagram,SHORT,14,1.115
12,Instagram,SHORT,15,1.228
12,Instagram,SHORT,16,1.091
12,Instagram,SHORT,17,0.912
12,Instagram,SHORT,18,0.937
12,Instagram,SHORT,19,0.398
12,Instagram,SHORT,20,1.188
12,Instagram,SHORT,21,1.101
12,Instagram,SHORT,22,0.609
12,Instagram,SHORT,23,0.533
12,Instagram,LONG,0,0.673
12,Instagram,LONG,1,0.439
12,Instagram,LONG,2,0.457
12,Instagram,LONG,3,0.259
12,Instagram,LONG,4,0.773
12,Instagram,LONG,5,0.592
12,Instagram,LONG,6,0.493
12,Instagram,LONG,7,0.339
12,Instagram,LONG,8,0.632
12,Instagram,LONG,9,0.273
12,Instagram,LONG,10,0.699
12,Instagram,LONG,11,0.383
12,Instagram,LONG,12,0.505
12,Instagram,LONG,13,0.458
12,Instagram,LONG,14,0.475
12,Instagram,LONG,15,0.684
12,Instagram,LONG,16,0.717
12,Instagram,LONG,17,0.593
12,Instagram,LONG,18,0.306
12,Instagram,LONG,19,0.286
12,Instagram,LONG,20,0.349
12,Instagram,LONG,21,0.623
12,Instagram,LONG,22,0.656
12,Instagram,LONG,23,0.417
12,YouTube,SHORT,0,0.649
12,YouTube,SHORT,1,0.544
12,YouTube,SHORT,2,0.518
12,YouTube,SHORT,3,0.418
12,YouTube,SHORT,4,0.704
12,YouTube,SHORT,5,0.323
12,YouTube,SHORT,6,0.511
12,YouTube,SHORT,7,0.424
12,YouTube,SHORT,8,0.659
12,YouTube,SHORT,9,0.545
12,YouTube,SHORT,10,0.652
12,YouTube,SHORT,11,0.282
12,YouTube,SHORT,12,0.49
12,YouTube,SHORT,13,0.612
12,YouTube,SHORT,14,0.26
12,YouTube,SHORT,15,0.434
12,YouTube,SHORT,16,0.381
12,YouTube,SHORT,17,0.337
12,YouTube,SHORT,18,0.407
12,YouTube,SHORT,19,0.45
12,YouTube,SHORT,20,0.26
12,YouTube,SHORT,21,0.699
12,YouTube,SHORT,22,0.36
12,YouTube,SHORT,23,0.481
12,YouTube,LONG,0,0.991
12,YouTube,LONG,1,0.813
12,YouTube,LONG,2,1.104
12,YouTube,LONG,3,1.08
12,YouTube,LONG,4,0.438
12,YouTube,LONG,5,1.129
12,YouTube,LONG,6,0.412
12,YouTube,LONG,7,0.391
12,YouTube,LONG,8,1.181
12,YouTube,LONG,9,1.129
12,YouTube,LONG,10,0.879
12,YouTube,LONG,11,0.877
12,YouTube,LONG,12,0.996
12,YouTube,LONG,13,0.74
12,YouTube,LONG,14,0.476
12,YouTube,LONG,15,0.393
12,YouTube,LONG,16,0.659
12,YouTube,LONG,17,1.076
12,YouTube,LONG,18,0.916
12,YouTube,LONG,19,1.103
12,YouTube,LONG,20,1.18
12,YouTube,LONG,21,0.452
12,YouTube,LONG,22,1.114
12,YouTube,LONG,23,0.588
13,Instagram,SHORT,0,0.89
13,Instagram,SHORT,1,0.833
13,Instagram,SHORT,2,0.721
13,Instagram,SHORT,3,0.646
13,Instagram,SHORT,4,0.672
13,Instagram,SHORT,5,0.666
13,Instagram,SHORT,6,0.522
13,Instagram,SHORT,7,0.822
13,Instagram,SHORT,8,0.475
13,Instagram,SHORT,9,0.821
13,Instagram,SHORT,10,1.168
13,Instagram,SHORT,11,0.681
13,Instagram,SHORT,12,1.011
13,Instagram,SHORT,13,1.092
13,Instagram,SHORT,14,1.088
13,Instagram,SHORT,15,0.582
13,Instagram,SHORT,16,0.503
13,Instagram,SHORT,17,0.548
13,Instagram,SHORT,18,0.902
13,Instagram,SHORT,19,1.04
13,Instagram,SHORT,20,0.949
13,Instagram,SHORT,21,0.53
13,Instagram,SHORT,22,1.051
13,Instagram,SHORT,23,0.807
13,Instagram,LONG,0,0.704
13,Instagram,LONG,1,0.707
13,Instagram,LONG,2,0.522
13,Instagram,LONG,3,0.805
13,Instagram,LONG,4,0.591
13,Instagram,LONG,5,0.633
13,Instagram,LONG,6,0.627
13,Instagram,LONG,7,0.769
13,Instagram,LONG,8,0.628
13,Instagram,LONG,9,0.345
13,Instagram,LONG,10,0.296
13,Instagram,LONG,11,0.518
13,Instagram,LONG,12,0.435
13,Instagram,LONG,13,0.418
13,Instagram,LONG,14,0.288
13,Instagram,LONG,15,0.557
13,Instagram,LONG,16,0.44
13,Instagram,LONG,17,0.524
13,Instagram,LONG,18,0.289
13,Instagram,LONG,19,0.75
13,Instagram,LONG,20,0.301
13,Instagram,LONG,21,0.769
13,Instagram,LONG,22,0.764
13,Instagram,LONG,23,0.621
13,YouTube,SHORT,0,0.557
13,YouTube,SHORT,1,0.53
13,YouTube,SHORT,2,0.585
13,YouTube,SHORT,3,0.726
13,YouTube,SHORT,4,0.788
13,YouTube,SHORT,5,0.523
13,YouTube,SHORT,6,0.737
13,YouTube,SHORT,7,0.643
13,YouTube,SHORT,8,0.446
13,YouTube,SHORT,9,0.538
13,YouTube,SHORT,10,0.345
13,YouTube,SHORT,11,0.292
13,YouTube,SHORT,12,0.317
13,YouTube,SHORT,13,0.79
13,YouTube,SHORT,14,0.459
13,YouTube,SHORT,15,0.68
13,YouTube,SHORT,16,0.555
13,YouTube,SHORT,17,0.358
13,YouTube,SHORT,18,0.402
13,YouTube,SHORT,19,0.515
13,YouTube,SHORT,20,0.516
13,YouTube,SHORT,21,0.566
13,YouTube,SHORT,22,0.349
13,YouTube,SHORT,23,0.477
13,YouTube,LONG,0,0.623
13,YouTube,LONG,1,0.733
13,YouTube,LONG,2,0.671
13,YouTube,LONG,3,0.898
13,YouTube,LONG,4,1.066
13,YouTube,LONG,5,0.941
13,YouTube,LONG,6,0.433
13,YouTube,LONG,7,0.458
13,YouTube,LONG,8,0.969
13,YouTube,LONG,9,0.624
13,YouTube,LONG,10,1.008
13,YouTube,LONG,11,0.949
13,YouTube,LONG,12,1.168
13,YouTube,LONG,13,1.139
13,YouTube,LONG,14,0.667
13,YouTube,LONG,15,0.885
13,YouTube,LONG,16,0.499
13,YouTube,LONG,17,0.681
13,YouTube,LONG,18,1.222
13,YouTube,LONG,19,0.986
13,YouTube,LONG,20,0.718
13,YouTube,LONG,21,0.896
13,YouTube,LONG,22,1.196
13,YouTube,LONG,23,0.646
14,Instagram,SHORT,0,0.705
14,Instagram,SHORT,1,1.068
14,Instagram,SHORT,2,1.087
14,Instagram,SHORT,3,0.961
14,Instagram,SHORT,4,1.1
14,Instagram,SHORT,5,1.021
14,Instagram,SHORT,6,0.975
14,Instagram,SHORT,7,0.836
14,Instagram,SHORT,8,0.94
14,Instagram,SHORT,9,0.745
14,Instagram,SHORT,10,0.692
14,Instagram,SHORT,11,0.692
14,Instagram,SHORT,12,0.533
14,Instagram,SHORT,13,0.562
14,Instagram,SHORT,14,1.204
14,Instagram,SHORT,15,0.8
14,Instagram,SHORT,16,0.573
14,Instagram,SHORT,17,0.495
14,Instagram,SHORT,18,0.443
14,Instagram,SHORT,19,1.114
14,Instagram,SHORT,20,0.463
14,Instagram,SHORT,21,1.05
14,Instagram,SHORT,22,1.106
14,Instagram,SHORT,23,1.148
14,Instagram,LONG,0,0.277
14,Instagram,LONG,1,0.455
14,Instagram,LONG,2,0.711
14,Instagram,LONG,3,0.333
14,Instagram,LONG,4,0.479
14,Instagram,LONG,5,0.352
14,Instagram,LONG,6,0.75
14,Instagram,LONG,7,0.714
14,Instagram,LONG,8,0.736
14,Instagram,LONG,9,0.353
14,Instagram,LONG,10,0.515
14,Instagram,LONG,11,0.499
14,Instagram,LONG,12,0.657
14,Instagram,LONG,13,0.396
14,Instagram,LONG,14,0.519
14,Instagram,LONG,15,0.425
14,Instagram,LONG,16,0.7
14,Instagram,LONG,17,0.522
14,Instagram,LONG,18,0.573
14,Instagram,LONG,19,0.439
14,Instagram,LONG,20,0.736
14,Instagram,LONG,21,0.534
14,Instagram,LONG,22,0.752
14,Instagram,LONG,23,0.474
14,YouTube,SHORT,0,0.819
14,YouTube,SHORT,1,0.841
14,YouTube,SHORT,2,0.53
14,YouTube,SHORT,3,0.423
14,YouTube,SHORT,4,0.482
14,YouTube,SHORT,5,0.569
14,YouTube,SHORT,6,0.83
14,YouTube,SHORT,7,0.741
14,YouTube,SHORT,8,0.732
14,YouTube,SHORT,9,0.337
14,YouTube,SHORT,10,0.404
14,YouTube,SHORT,11,0.637
14,YouTube,SHORT,12,0.775
14,YouTube,SHORT,13,0.585
14,YouTube,SHORT,14,0.316
14,YouTube,SHORT,15,0.758
14,YouTube,SHORT,16,0.761
14,YouTube,SHORT,17,0.425
14,YouTube,SHORT,18,0.709
14,YouTube,SHORT,19,0.417
14,YouTube,SHORT,20,0.794
14,YouTube,SHORT,21,0.343
14,YouTube,SHORT,22,0.515
14,YouTube,SHORT,23,0.818
14,YouTube,LONG,0,0.569
14,YouTube,LONG,1,0.77
14,YouTube,LONG,2,0.681
14,YouTube,LONG,3,0.398
14,YouTube,LONG,4,0.422
14,YouTube,LONG,5,0.814
14,YouTube,LONG,6,0.581
14,YouTube,LONG,7,1.245
14,YouTube,LONG,8,0.703
14,YouTube,LONG,9,0.4
14,YouTube,LONG,10,1.189
14,YouTube,LONG,11,1.109
14,YouTube,LONG,12,0.944
14,YouTube,LONG,13,1.067
14,YouTube,LONG,14,0.495
14,YouTube,LONG,15,0.626
14,YouTube,LONG,16,1.101
14,YouTube,LONG,17,0.984
14,YouTube,LONG,18,0.496
14,YouTube,LONG,19,0.992
14,YouTube,LONG,20,0.768
14,YouTube,LONG,21,0.38
14,YouTube,LONG,22,0.444
14,YouTube,LONG,23,0.599
15,Instagram,SHORT,0,1.106
15,Instagram,SHORT,1,0.855
15,Instagram,SHORT,2,1.011
15,Instagram,SHORT,3,0.837
15,Instagram,SHORT,4,0.472
15,Instagram,SHORT,5,0.627
15,Instagram,SHORT,6,0.639
15,Instagram,SHORT,7,0.417
15,Instagram,SHORT,8,0.742
15,Instagram,SHORT,9,1.07
15,Instagram,SHORT,10,0.775
15,Instagram,SHORT,11,0.472
15,Instagram,SHORT,12,1.167
15,Instagram,SHORT,13,0.897
15,Instagram,SHORT,14,0.389
15,Instagram,SHORT,15,0.826
15,Instagram,SHORT,16,0.587
15,Instagram,SHORT,17,0.501
15,Instagram,SHORT,18,0.751
15,Instagram,SHORT,19,0.913
15,Instagram,SHORT,20,0.585
15,Instagram,SHORT,21,0.739
15,Instagram,SHORT,22,0.956
15,Instagram,SHORT,23,0.45
15,Instagram,LONG,0,0.835
15,Instagram,LONG,1,0.295
15,Instagram,LONG,2,0.568
15,Instagram,LONG,3,0.557
15,Instagram,LONG,4,0.843
15,Instagram,LONG,5,0.585
15,Instagram,LONG,6,0.487
15,Instagram,LONG,7,0.535
15,Instagram,LONG,8,0.633
15,Instagram,LONG,9,0.839
15,Instagram,LONG,10,0.406
15,Instagram,LONG,11,0.265
15,Instagram,LONG,12,0.724
15,Instagram,LONG,13,0.46
15,Instagram,LONG,14,0.691
15,Instagram,LONG,15,0.629
15,Instagram,LONG,16,0.714
15,Instagram,LONG,17,0.692
15,Instagram,LONG,18,0.453
15,Instagram,LONG,19,0.281
15,Instagram,LONG,20,0.58
15,Instagram,LONG,21,0.739
15,Instagram,LONG,22,0.359
15,Instagram,LONG,23,0.719
15,YouTube,SHORT,0,0.531
15,YouTube,SHORT,1,0.669
15,YouTube,SHORT,2,0.631
15,YouTube,SHORT,3,0.738
15,YouTube,SHORT,4,0.293
15,YouTube,SHORT,5,0.717
15,YouTube,SHORT,6,0.527
15,YouTube,SHORT,7,0.43
15,YouTube,SHORT,8,0.281
15,YouTube,SHORT,9,0.374
15,YouTube,SHORT,10,0.28
15,YouTube,SHORT,11,0.81
15,YouTube,SHORT,12,0.562
15,YouTube,SHORT,13,0.844
15,YouTube,SHORT,14,0.578
15,YouTube,SHORT,15,0.406
15,YouTube,SHORT,16,0.703
15,YouTube,SHORT,17,0.369
15,YouTube,SHORT,18,0.467
15,YouTube,SHORT,19,0.72
15,YouTube,SHORT,20,0.77
15,YouTube,SHORT,21,0.452
15,YouTube,SHORT,22,0.329
15,YouTube,SHORT,23,0.474
15,YouTube,LONG,0,1.153
15,YouTube,LONG,1,1.025
15,YouTube,LONG,2,1.158
15,YouTube,LONG,3,0.713
15,YouTube,LONG,4,1.227
15,YouTube,LONG,5,0.809
15,YouTube,LONG,6,0.81
15,YouTube,LONG,7,1.184
15,YouTube,LONG,8,0.829
15,YouTube,LONG,9,1.076
15,YouTube,LONG,10,1.011
15,YouTube,LONG,11,0.444
15,YouTube,LONG,12,0.902
15,YouTube,LONG,13,1.095
15,YouTube,LONG,14,0.852
15,YouTube,LONG,15,0.656
15,YouTube,LONG,16,0.445
15,YouTube,LONG,17,0.953
15,YouTube,LONG,18,0.643
15,YouTube,LONG,19,0.902
15,YouTube,LONG,20,0.748
15,YouTube,LONG,21,0.979
15,YouTube,LONG,22,0.683
15,YouTube,LONG,23,0.412
16,Instagram,SHORT,0,1.136
16,Instagram,SHORT,1,0.683
16,Instagram,SHORT,2,1.248
16,Instagram,SHORT,3,0.615
16,Instagram,SHORT,4,1.233
16,Instagram,SHORT,5,1.204
16,Instagram,SHORT,6,0.441
16,Instagram,SHORT,7,0.933
16,Instagram,SHORT,8,0.693
16,Instagram,SHORT,9,1.076
16,Instagram,SHORT,10,0.969
16,Instagram,SHORT,11,1.209
16,Instagram,SHORT,12,0.5
16,Instagram,SHORT,13,0.907
16,Instagram,SHORT,14,1.059
16,Instagram,SHORT,15,0.405
16,Instagram,SHORT,16,0.434
16,Instagram,SHORT,17,1.056
16,Instagram,SHORT,18,0.696
16,Instagram,SHORT,19,0.71
16,Instagram,SHORT,20,0.871
16,Instagram,SHORT,21,0.904
16,Instagram,SHORT,22,0.969
16,Instagram,SHORT,23,1.205
16,Instagram,LONG,0,0.476
16,Instagram,LONG,1,0.709
16,Instagram,LONG,2,0.596
16,Instagram,LONG,3,0.57
16,Instagram,LONG,4,0.492
16,Instagram,LONG,5,0.641
16,Instagram,LONG,6,0.404
16,Instagram,LONG,7,0.323
16,Instagram,LONG,8,0.693
16,Instagram,LONG,9,0.552
16,Instagram,LONG,10,0.485
16,Instagram,LONG,11,0.589
16,Instagram,LONG,12,0.411
16,Instagram,LONG,13,0.41
16,Instagram,LONG,14,0.521
16,Instagram,LONG,15,0.848
16,Instagram,LONG,16,0.425
16,Instagram,LONG,17,0.8
16,Instagram,LONG,18,0.547
16,Instagram,LONG,19,0.328
16,Instagram,LONG,20,0.762
16,Instagram,LONG,21,0.524
16,Instagram,LONG,22,0.79
16,Instagram,LONG,23,0.52
16,YouTube,SHORT,0,0.307
16,YouTube,SHORT,1,0.661
16,YouTube,SHORT,2,0.758
16,YouTube,SHORT,3,0.445
16,YouTube,SHORT,4,0.462
16,YouTube,SHORT,5,0.294
16,YouTube,SHORT,6,0.578
16,YouTube,SHORT,7,0.785
16,YouTube,SHORT,8,0.762
16,YouTube,SHORT,9,0.679
16,YouTube,SHORT,10,0.807
16,YouTube,SHORT,11,0.634
16,YouTube,SHORT,12,0.727
16,YouTube,SHORT,13,0.558
16,YouTube,SHORT,14,0.327
16,YouTube,SHORT,15,0.375
16,YouTube,SHORT,16,0.338
16,YouTube,SHORT,17,0.725
16,YouTube,SHORT,18,0.271
16,YouTube,SHORT,19,0.585
16,YouTube,SHORT,20,0.475
16,YouTube,SHORT,21,0.733
16,YouTube,SHORT,22,0.583
16,YouTube,SHORT,23,0.619
16,YouTube,LONG,0,0.45
16,YouTube,LONG,1,0.646
16,YouTube,LONG,2,1.25
16,YouTube,LONG,3,1.004
16,YouTube,LONG,4,0.835
16,YouTube,LONG,5,1.048
16,YouTube,LONG,6,1.095
16,YouTube,LONG,7,0.44
16,YouTube,LONG,8,1.226
16,YouTube,LONG,9,0.937
16,YouTube,LONG,10,0.769
16,YouTube,LONG,11,0.97
16,YouTube,LONG,12,0.676
16,YouTube,LONG,13,1.143
16,YouTube,LONG,14,1.058
16,YouTube,LONG,15,0.935
16,YouTube,LONG,16,0.534
16,YouTube,LONG,17,1.22
16,YouTube,LONG,18,0.754
16,YouTube,LONG,19,1.172
16,YouTube,LONG,20,0.423
16,YouTube,LONG,21,0.484
16,YouTube,LONG,22,0.509
16,YouTube,LONG,23,0.519
17,Instagram,SHORT,0,0.657
17,Instagram,SHORT,1,0.996
17,Instagram,SHORT,2,0.678
17,Instagram,SHORT,3,1.198
17,Instagram,SHORT,4,1.158
17,Instagram,SHORT,5,1.115
17,Instagram,SHORT,6,0.594
17,Instagram,SHORT,7,0.931
17,Instagram,SHORT,8,0.857
17,Instagram,SHORT,9,0.485
17,Instagram,SHORT,10,0.64
17,Instagram,SHORT,11,0.842
17,Instagram,SHORT,12,0.815
17,Instagram,SHORT,13,0.523
17,Instagram,SHORT,14,1.199
17,Instagram,SHORT,15,0.51
17,Instagram,SHORT,16,0.951
17,Instagram,SHORT,17,1.006
17,Instagram,SHORT,18,0.904
17,Instagram,SHORT,19,1.112
17,Instagram,SHORT,20,0.868
17,Instagram,SHORT,21,1.097
17,Instagram,SHORT,22,0.4
17,Instagram,SHORT,23,0.415
17,Instagram,LONG,0,0.637
17,Instagram,LONG,1,0.598
17,Instagram,LONG,2,0.642
17,Instagram,LONG,3,0.711
17,Instagram,LONG,4,0.503
17,Instagram,LONG,5,0.635
17,Instagram,LONG,6,0.551
17,Instagram,LONG,7,0.628
17,Instagram,LONG,8,0.427
17,Instagram,LONG,9,0.824
17,Instagram,LONG,10,0.542
17,Instagram,LONG,11,0.734
17,Instagram,LONG,12,0.663
17,Instagram,LONG,13,0.432
17,Instagram,LONG,14,0.298
17,Instagram,LONG,15,0.291
17,Instagram,LONG,16,0.517
17,Instagram,LONG,17,0.543
17,Instagram,LONG,18,0.376
17,Instagram,LONG,19,0.616
17,Instagram,LONG,20,0.441
17,Instagram,LONG,21,0.682
17,Instagram,LONG,22,0.692
17,Instagram,LONG,23,0.767
17,YouTube,SHORT,0,0.835
17,YouTube,SHORT,1,0.333
17,YouTube,SHORT,2,0.475
17,YouTube,SHORT,3,0.589
17,YouTube,SHORT,4,0.445
17,YouTube,SHORT,5,0.533
17,YouTube,SHORT,6,0.414
17,YouTube,SHORT,7,0.403
17,YouTube,SHORT,8,0.313
17,YouTube,SHORT,9,0.428
